Brewery,City,Name,Abv,Ibu,Srm,Tags
Alaus Darykla Kalnapilis,Panevys,Export,5.4%,?,?,?
Utenos Alus,Utena,Porter,6.8%,?,?,irish_ale|porter
vyturio Alaus Darykla,Klaipda,1784 Anniversary Beer,5.4%,?,?,?
vyturio Alaus Darykla,Klaipda,Baltas Alus,5.2%,?,?,german_ale|south_german_style_hefeweizen
