Brewery,City,Name,Abv,Ibu,Srm,Tags
Lammin Sahti Oy,Lammi,Kataja Olut IVB,7%,?,?,?
Oy Sinebrychoff AB,Kerava,Koff Special III,?,?,?,?
Oy Sinebrychoff AB,Kerava,Porter IV,7.2%,?,?,north_american_ale|american_style_stout
