Brewery,City,Name,Abv,Ibu,Srm,Tags
San Miguel Corporation,Manila,Dark Lager,?,?,?,german_lager|german_style_schwarzbier
San Miguel Corporation,Manila,San Miguel 1516,4.2%,?,?,?
