Brewery,City,Name,Abv,Ibu,Srm,Tags
Felinfoel Brewery Co Ltd,Llanelli,Thames Welsh Ale,6%,?,?,?
SA Brain & Co. Ltd.,Cardiff,Traditional Welsh Ale,?,?,?,?
Tomos Watkin and Sons Ltd.,Swansea,OSB Premium Ale,4.5%,?,?,?
