Brewery,City,Name,Abv,Ibu,Srm,Tags
Lion Brewery Ceylon Ltd.,Colombo,Imperial Premium Malt Pilsner,8.8%,?,?,?
Lion Brewery Ceylon Ltd.,Colombo,Lion Stout,8%,?,?,north_american_ale|american_style_stout
