Name,Address,City,State,Code,Website,Tags
Cervecera Cuauhtmoc-Moctezuma,Av.Alfonso Reyes Norte No.2202,Monterrey,?,,?,?
Cervecera del Pacfico,Calz.Gabriel Leyva y Melchor Ocampo,Mazatln,?,,?,?
Cucapa Brewing Company,?,Mexicali,?,,?,?
Grupo Modelo,?,Mexico City,?,,?,?
Sierra Madre Brewing Co.,Av. Insurgentes 3915,Monterrey,?,64630,?,?
